"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"CODY CECI","","D","29","R","EDM","80","1","14","15","0.19","15","15","0","0","00:05","1.6","20:08","88","11","24","2","$3.00M","$3.25M","$3.25M"
"OSKAR LINDBLOM","","L","27","L","S.J","73","6","9","15","0.21","15","17","0","1","00:28","10.3","10:34","75","-17","18","1","$2.50M","$2.50M","$2.50M"
"JOHNATHAN KOVACEVIC","","D","26","R","MTL","77","3","12","15","0.19","15","16","0","0","00:01","0.5","17:25","92","3","39","2","$0.75M","$0.77M","$0.77M"
"AXEL JONSSON-FJALLBY","","L","25","L","WPG","50","6","8","14","0.28","14","23","2","0","00:03","1.0","10:27","54","-1","8","2","$0.75M","$0.75M","$0.75M"
"JULIEN GAUTHIER","","L","26","R","NYI","57","9","5","14","0.25","14","20","0","0","00:04","1.4","08:38","53","-6","6","2","$0.80M","$0.80M","$0.80M"
"ROBBY FABBRI","","R","27","L","DET","28","7","7","14","0.50","14","41","3","8","02:43","53.1","16:00","35","0","22","2","$3.50M","$4.00M","$4.00M"
"GAVIN BAYREUTHER","","D","29","L","DAL","51","2","12","14","0.27","14","23","0","1","00:18","6.6","15:57","61","-18","23","1","$0.75M","$0.75M","$0.75M"
"ISAC LUNDESTROM","","C","23","L","ANA","61","4","10","14","0.23","14","19","0","0","00:12","4.6","14:20","60","-13","2","1","$1.80M","$1.80M","$1.80M"
"CONOR TIMMINS","","D","25","R","TOR","27","2","12","14","0.52","14","43","1","3","01:09","23.2","15:05","19","0","8","2","$0.95M","$0.85M","$0.85M"
"JONAS BRODIN","","D","30","L","MIN","60","3","11","14","0.23","14","19","0","0","00:30","9.6","22:52","90","13","30","5","$5.00M","$6.00M","$6.00M"
"TJ BRODIE","","D","33","L","TOR","58","2","12","14","0.24","14","20","0","0","00:05","1.7","21:13","58","10","14","1","$5.00M","$5.00M","$5.00M"
"PAT MAROON","","L","35","L","MIN","80","5","9","14","0.18","14","14","0","1","00:06","1.8","10:21","62","-5","150","1","$1.00M","$1.00M","$1.00M"
"JUJHAR KHAIRA","","C","29","L","MIN","51","6","8","14","0.27","14","23","0","2","00:42","14.1","13:53","59","-11","31","1","$1.00M","$0.98M","$0.98M"
"ALEX BELZILE","","C","32","R","NYR","31","6","8","14","0.45","14","37","0","0","00:14","5.5","12:08","40","0","13","2","$0.75M","$0.75M","$0.75M"
"NICK BLANKENBURG","","D","25","R","CBJ","36","4","10","14","0.39","14","32","1","4","01:15","28.0","19:10","50","-15","16","1","$0.80M","$0.83M","$0.83M"
"EVGENY SVECHNIKOV","","L","26","L","","59","8","6","14","0.24","33","19","0","0","00:23","8.6","10:45","64","-6","26","0","$0.75M","$0.75M","$0.75M"
"TROY STECHER","","D","29","R","ARI","81","3","11","14","0.17","14","14","1","0","00:05","1.5","16:22","88","-6","44","1","$1.25M","$1.25M","$1.25M"
"MATT DUMBA","","D","29","R","ARI","79","4","10","14","0.18","14","15","2","0","00:07","2.4","21:17","99","-8","81","1","$5.20M","$6.00M","$6.00M"
"LIAM FOUDY","","L","23","L","CBJ","62","7","7","14","0.23","14","19","0","0","00:08","3.1","12:08","67","-26","8","1","$0.75M","$0.76M","$0.76M"
"JOEL ARMIA","","R","30","R","MTL","43","7","7","14","0.33","14","27","0","1","00:59","19.3","14:57","69","-7","22","2","$3.00M","$3.40M","$3.40M"
"NICK SEELER","","D","30","L","PHI","77","4","10","14","0.18","14","15","0","0","00:01","0.4","14:29","84","1","56","1","$0.75M","$0.78M","$0.78M"
"ALEC MARTINEZ","","D","36","L","VGK","77","3","11","14","0.18","14","15","2","0","00:09","3.6","19:13","77","30","29","1","$5.75M","$5.25M","$5.25M"
"JALEN CHATFIELD","","D","27","R","CAR","78","6","8","14","0.18","14","15","2","0","00:01","0.2","14:07","93","23","35","1","$0.75M","$0.76M","$0.76M"
"BRENDAN GALLAGHER","","R","31","R","MTL","37","8","6","14","0.38","14","31","2","2","01:52","37.2","14:17","93","-5","45","4","$6.50M","$6.50M","$6.50M"
"ZACH ASTON-REESE","","L","29","L","","77","10","4","14","0.18","29","15","2","0","00:02","0.7","10:56","89","-6","25","1","$0.84M","$0.84M","$0.84M"
"RYAN POEHLING","","C","24","L","PHI","53","7","7","14","0.26","14","22","0","0","00:04","1.2","11:46","64","-2","8","1","$0.75M","$0.75M","$0.75M"
"ILYA LYUBUSHKIN","","D","29","R","ANA","68","2","12","14","0.21","14","17","1","0","00:02","0.5","15:01","41","-2","38","1","$2.75M","$2.75M","$2.75M"
"ARBER XHEKAJ","","D","22","L","MTL","51","5","8","13","0.25","13","21","0","3","00:46","15.2","15:16","75","-9","101","1","$0.82M","$0.83M","$0.83M"
"SEAN WALKER","","D","28","R","PHI","70","3","10","13","0.19","13","15","1","1","00:13","4.2","14:50","94","-4","36","1","$3.00M","$2.65M","$2.65M"
"BRETT HOWDEN","","L","25","L","VGK","54","6","7","13","0.24","13","20","0","0","00:01","0.4","13:04","53","5","55","2","$1.50M","$1.50M","$1.50M"
"PONTUS HOLMBERG","","C","24","L","TOR","37","5","8","13","0.35","13","29","2","1","00:29","9.4","10:25","27","0","18","2","$0.83M","$0.83M","$0.83M"
"SAM GAGNER","","C","34","R","","48","8","5","13","0.27","35","22","2","3","01:33","29.4","12:10","78","-4","13","0","$0.75M","$0.75M","$0.75M"
"YEGOR CHINAKHOV","","L","22","L","CBJ","30","4","9","13","0.43","13","36","0","2","01:11","27.1","13:15","44","-6","10","1","$0.93M","$0.93M","$1.33M"
"ERIK GUDBRANSON","","D","31","R","CBJ","70","1","12","13","0.19","13","15","1","0","00:03","1.3","21:18","102","-24","57","3","$5.00M","$4.00M","$4.00M"
"LUKE KUNIN","","R","25","R","S.J","31","5","8","13","0.42","13","34","0","4","01:25","33.7","15:26","58","-9","42","1","$2.50M","$2.75M","$2.75M"
"BRETT RITCHIE","","R","30","R","","50","8","5","13","0.26","34","21","0","1","00:11","3.7","10:03","68","0","25","0","$0.75M","$0.75M","$0.75M"
"HENRI JOKIHARJU","","D","24","R","BUF","60","3","10","13","0.22","13","18","0","0","00:14","4.3","21:01","79","-12","30","1","$2.50M","$2.50M","$2.50M"
"CHRIS TANEV","","D","33","R","CGY","65","1","12","13","0.20","13","16","1","1","00:15","4.9","20:07","75","7","21","1","$4.50M","$4.50M","$4.50M"
"CONNOR MURPHY","","D","30","R","CHI","80","7","6","13","0.16","13","13","0","0","00:05","1.6","19:23","85","-10","69","3","$3.00M","$4.40M","$4.40M"
"KIEFER SHERWOOD","","R","28","R","NSH","32","7","6","13","0.41","13","33","0","2","01:08","23.4","13:36","57","4","30","1","$0.75M","$0.75M","$0.75M"
"ANDREW PEEKE","","D","25","R","CBJ","80","6","7","13","0.16","13","13","1","0","00:02","0.8","21:15","90","-41","22","3","$0.83M","$0.79M","$0.79M"
"PIERRE-EDOUARD BELLEMARE","","C","38","L","SEA","73","4","9","13","0.18","13","15","0","0","00:01","0.3","11:17","51","-9","34","1","$1.25M","$1.00M","$1.00M"
"JOEL EDMUNDSON","","D","30","L","WSH","61","2","11","13","0.21","13","17","0","0","00:07","2.5","19:34","69","-29","58","1","$4.56M","$3.50M","$3.50M"
"PATRICK BROWN","","C","31","R","BOS","61","4","8","12","0.20","12","16","0","0","00:04","1.2","11:23","60","-1","44","2","$0.75M","$0.75M","$0.75M"
"JEREMY LAUZON","","D","26","L","NSH","67","3","9","12","0.18","12","15","0","0","00:02","0.8","16:51","77","-11","66","3","$2.00M","$2.00M","$2.00M"
"JOSH ARCHIBALD","","R","31","R","","62","6","6","12","0.19","28","16","0","0","00:04","1.0","09:59","71","6","43","2","$0.90M","$0.90M","$0.90M"
"NICOLAS DESLAURIERS","","L","32","L","PHI","80","6","6","12","0.15","12","12","0","0","00:03","0.9","10:06","70","-11","136","3","$2.00M","$1.75M","$1.75M"
"MARK JANKOWSKI","","C","29","L","NSH","50","7","5","12","0.24","12","20","3","0","00:04","1.4","12:26","57","-1","18","1","$0.75M","$0.75M","$0.75M"
"JARET ANDERSON-DOLAN","","R","24","L","L.A","46","7","5","12","0.26","12","21","2","1","00:22","7.9","10:37","54","-11","2","1","$0.75M","$0.75M","$0.75M"
"PHILLIP DI GIUSEPPE","","L","30","L","VAN","30","6","6","12","0.40","12","33","0","1","00:19","5.9","14:34","71","-3","14","2","$0.75M","$0.75M","$0.75M"
"CAL CLUTTERBUCK","","R","35","R","NYI","49","6","6","12","0.24","12","20","1","0","00:03","0.9","12:13","44","9","30","1","$1.75M","$1.75M","$1.75M"
"CALVIN DE HAAN","","D","32","L","T.B","53","2","10","12","0.23","12","19","0","0","00:01","0.3","13:32","51","7","20","1","$0.85M","$0.85M","$0.85M"
"NICOLAS AUBE-KUBEL","","R","27","R","WSH","53","4","8","12","0.23","12","19","0","0","00:01","0.4","11:21","67","1","50","1","$1.00M","$1.00M","$1.00M"
"JON MERRILL","","D","31","L","MIN","73","2","10","12","0.16","12","13","0","0","00:04","1.4","15:09","43","-2","38","2","$1.20M","$1.20M","$1.20M"
"ZACH WHITECLOUD","","D","26","R","VGK","59","5","7","12","0.20","12","17","1","0","00:01","0.3","17:07","64","10","41","5","$3.00M","$2.75M","$2.75M"
"A.J. GREER","","L","26","L","CGY","61","5","7","12","0.20","12","16","1","0","00:04","1.3","09:07","66","9","114","1","$0.75M","$0.76M","$0.76M"
"JAYCOB MEGNA","","D","30","L","SEA","54","1","11","12","0.22","12","18","0","0","00:03","1.1","18:52","56","3","21","1","$0.75M","$0.76M","$0.76M"
"DEREK FORBORT","","D","31","L","BOS","54","5","7","12","0.22","12","18","2","0","00:02","0.6","17:44","38","12","23","1","$3.50M","$3.00M","$3.00M"
"DANTE FABBRO","","D","25","R","NSH","79","2","9","11","0.14","11","11","0","1","00:17","5.7","17:27","101","-4","50","1","$2.40M","$2.40M","$2.40M"
"SCOTT HARRINGTON","","D","30","L","","45","4","7","11","0.24","31","20","1","0","00:04","1.4","16:26","33","-6","10","0","$0.75M","$0.75M","$0.75M"
"COLE SILLINGER","","C","20","L","CBJ","64","3","8","11","0.17","11","14","0","3","00:52","19.5","13:19","93","-22","22","1","$0.93M","$0.93M","$1.63M"
"JORDAN OESTERLE","","D","31","L","CGY","52","2","9","11","0.21","11","17","0","0","00:03","0.8","15:39","54","-10","19","1","$1.45M","$1.35M","$1.35M"
"WALKER DUEHR","","R","25","R","CGY","27","7","4","11","0.41","11","33","2","0","00:13","4.2","10:12","47","0","4","2","$0.83M","$0.83M","$0.83M"
"MARK KASTELIC","","C","24","R","OTT","65","7","4","11","0.17","11","14","2","0","00:19","5.2","08:54","73","-5","102","2","$0.83M","$0.82M","$0.82M"
"AUSTIN WATSON","","L","31","R","T.B","75","9","2","11","0.15","11","12","2","0","00:03","0.8","10:14","79","-6","123","1","$1.50M","$1.50M","$1.50M"
"LIAM O'BRIEN","","L","29","L","ARI","56","3","8","11","0.20","11","16","0","0","00:01","0.5","11:26","39","-5","114","1","$0.75M","$0.78M","$0.78M"
"DREW O'CONNOR","","L","25","L","PIT","46","5","6","11","0.24","11","20","0","0","00:03","0.8","09:49","62","-3","12","2","$0.75M","$0.75M","$0.75M"
"DEREK STEPAN","","R","33","R","","73","5","6","11","0.15","23","12","0","0","00:03","1.1","09:05","98","8","8","0","$0.75M","$0.75M","$0.75M"
"JORDAN GREENWAY","","L","26","L","BUF","62","6","5","11","0.18","11","15","0","0","00:27","9.5","13:30","99","-6","26","2","$2.50M","$3.00M","$3.00M"
"MARIO FERRARO","","D","25","L","S.J","72","4","7","11","0.15","11","13","0","1","00:35","12.9","21:36","66","-32","24","3","$3.25M","$3.25M","$3.25M"
"VINNIE HINOSTROZA","","R","29","R","PIT","26","2","9","11","0.42","11","35","1","0","00:02","0.6","12:36","38","-1","6","1","$1.70M","$1.70M","$1.70M"
"ALEXANDER EDLER","","D","37","L","","64","2","9","11","0.17","25","14","1","0","00:02","0.5","14:46","56","-1","34","0","$0.75M","$0.75M","$1.50M"
"MICHAEL STONE","","D","33","R","","48","6","5","11","0.23","30","19","1","2","00:26","8.2","13:19","92","2","35","0","$0.75M","$0.75M","$0.75M"
"MARCUS BJORK","","D","25","R","CBJ","33","3","8","11","0.33","11","27","0","6","02:07","47.0","18:09","34","-9","42","1","$0.93M","$0.93M","$0.93M"
"COLIN BLACKWELL","","L","30","R","CHI","53","2","8","10","0.19","10","15","0","0","00:03","1.0","11:48","53","-16","6","1","$1.20M","$1.20M","$1.20M"
"DYLAN GAMBRELL","","C","27","R","TOR","60","4","6","10","0.17","10","14","0","0","00:01","0.3","11:23","46","-4","35","1","$0.95M","$0.95M","$0.95M"
"MATTIAS SAMUELSSON","","D","23","L","BUF","55","2","8","10","0.18","10","15","0","0","00:05","1.5","22:11","76","14","20","7","$0.93M","$0.93M","$0.93M"
"BRAD HUNT","","D","35","L","COL","47","4","6","10","0.21","10","17","0","0","00:03","1.1","11:13","46","4","12","1","$0.75M","$0.76M","$0.76M"
"SAKU MAENALANEN","","R","29","L","","64","4","6","10","0.16","23","13","0","0","00:03","0.8","10:20","61","0","16","0","$0.75M","$0.75M","$0.75M"
"JAKE NEIGHBOURS","","R","21","L","STL","43","6","4","10","0.23","10","19","1","2","01:01","22.1","12:26","53","-19","24","2","$0.84M","$0.84M","$0.86M"
"NATHAN WALKER","","C","29","L","STL","56","2","8","10","0.18","10","15","1","0","00:06","1.9","10:17","43","11","25","1","$0.75M","$0.75M","$0.75M"
"ZACK MACEWEN","","R","27","R","OTT","56","4","6","10","0.18","10","15","3","0","00:33","10.7","11:34","73","-11","66","3","$0.93M","$0.93M","$0.93M"
"MACKENZIE ENTWISTLE","","C","24","R","CHI","66","4","6","10","0.15","10","12","0","1","01:24","29.0","11:55","50","-11","14","1","$0.75M","$0.80M","$0.80M"
"JOSH MANSON","","D","32","R","COL","27","2","8","10","0.37","10","30","2","0","00:01","0.4","17:41","41","13","42","3","$5.50M","$4.50M","$4.50M"
"SIMON BENOIT","","D","25","L","TOR","78","3","7","10","0.13","10","11","0","0","00:02","0.8","19:21","82","-30","60","1","$0.75M","$0.75M","$0.75M"
"JURAJ SLAFKOVSKY","","R","19","L","MTL","39","4","6","10","0.26","10","21","0","2","01:18","25.6","12:13","42","-13","33","2","$0.95M","$0.95M","$4.45M"
"CHRIS TIERNEY","","C","29","L","N.J","36","3","7","10","0.28","10","23","0","0","00:07","2.6","10:52","19","-8","6","1","$0.75M","$0.75M","$0.75M"
"BRANDON DUHAIME","","R","26","L","MIN","51","9","1","10","0.20","10","16","3","0","00:03","1.1","10:45","80","6","42","1","$0.75M","$0.75M","$0.75M"
"ARTEM ZUB","","D","28","R","OTT","53","3","7","10","0.19","10","15","0","0","00:06","1.7","20:15","41","2","39","4","$3.25M","$2.50M","$2.50M"
"ALEX CHIASSON","","R","33","R","","20","6","3","9","0.45","46","37","0","7","02:39","60.7","12:04","25","-8","6","0","$0.75M","$0.75M","$0.75M"
"JAN RUTTA","","D","33","R","S.J","56","3","6","9","0.16","9","13","0","0","00:02","0.5","17:07","64","3","30","2","$3.25M","$2.75M","$2.75M"
"PAVEL DOROFEYEV","","L","22","L","VGK","18","7","2","9","0.50","9","41","3","3","01:42","37.1","14:14","40","5","6","1","$0.93M","$0.93M","$0.93M"
"DYLAN HOLLOWAY","","L","22","L","EDM","51","3","6","9","0.18","9","14","1","0","00:41","13.0","09:35","44","0","27","1","$0.93M","$0.93M","$1.44M"
"DEVIN SHORE","","C","29","L","SEA","47","1","8","9","0.19","9","16","0","0","00:03","1.0","08:58","33","6","4","1","$0.95M","$0.85M","$0.85M"
"BRETT LEASON","","R","24","R","ANA","54","6","3","9","0.17","9","14","1","0","00:04","1.4","10:54","51","-21","14","1","$0.75M","$0.78M","$0.78M"
"JOEL KIVIRANTA","","L","27","L","","70","8","1","9","0.13","20","11","0","0","00:03","1.0","12:09","85","-9","40","0","$1.20M","$1.05M","$1.05M"
"BRENDAN LEMIEUX","","L","27","L","CAR","45","2","7","9","0.20","9","16","0","0","00:06","1.9","10:11","44","-3","74","1","$1.35M","$1.35M","$1.35M"
"JACOB BRYSON","","D","25","L","BUF","59","1","8","9","0.15","9","13","0","0","00:06","1.7","14:35","27","-24","8","1","$1.80M","$1.85M","$1.85M"
"ANTHONY DUCLAIR","","R","28","L","S.J","20","2","7","9","0.45","9","37","0","0","01:21","23.1","14:51","43","4","2","1","$3.00M","$3.00M","$3.00M"
"SIMON HOLMSTROM","","R","22","L","NYI","50","6","3","9","0.18","9","15","2","0","00:07","2.8","11:06","39","-4","0","1","$0.83M","$0.86M","$0.86M"
"JOEY ANDERSON","","R","25","R","CHI","38","6","3","9","0.24","9","19","1","0","00:11","3.9","11:42","41","-8","0","1","$0.80M","$0.75M","$0.75M"
"KEVIN STENLUND","","C","27","R","FLA","54","6","3","9","0.17","9","14","0","0","00:33","9.5","11:39","63","3","20","1","$0.75M","$0.75M","$0.75M"
"ALEXANDRE CARRIER","","D","27","R","NSH","43","2","7","9","0.21","9","17","1","0","00:33","11.0","17:53","48","0","27","1","$0.75M","$0.73M","$0.73M"
"NILS HOGLANDER","","L","22","L","VAN","25","3","6","9","0.36","9","30","0","0","00:15","4.5","12:03","29","-4","6","2","$0.93M","$0.89M","$1.13M"
"RIDLY GREIG","","C","21","L","OTT","20","2","7","9","0.45","9","37","0","3","01:14","21.8","12:54","30","1","12","2","$0.93M","$0.86M","$0.86M"
"VICTOR SODERSTROM","","D","22","R","ARI","30","0","9","9","0.30","9","25","0","3","00:59","23.1","16:10","31","-3","24","1","$0.83M","$0.86M","$1.52M"
"JACK STUDNICKA","","R","24","R","VAN","48","4","4","8","0.17","8","14","1","0","00:10","2.7","10:36","65","-12","16","1","$0.75M","$0.76M","$0.76M"
"JACOB PETERSON","","C","24","L","S.J","12","2","6","8","0.67","8","55","0","2","02:41","52.3","17:26","21","-12","4","1","$0.84M","$0.84M","$0.93M"
"ELMER SODERBLOM","","L","22","L","DET","21","5","3","8","0.38","8","31","2","0","01:08","18.6","12:04","30","0","8","2","$0.84M","$0.88M","$0.93M"
"NIKITA ZAITSEV","","D","31","R","CHI","46","1","7","8","0.17","8","14","0","0","00:02","0.7","16:28","20","-9","20","1","$4.50M","$4.50M","$4.50M"
"JAYSON MEGNA","","R","33","R","BOS","55","2","6","8","0.15","8","12","0","0","00:01","0.3","10:00","36","-21","6","1","$0.75M","$0.75M","$0.75M"
"JACK JOHNSON","","D","36","L","COL","83","2","6","8","0.10","8","8","0","0","00:03","0.9","19:09","92","-15","28","1","$0.95M","$0.95M","$0.95M"
"JARRED TINORDI","","D","31","L","CHI","44","2","6","8","0.18","8","15","1","0","00:02","0.7","16:27","32","-17","40","1","$0.95M","$0.90M","$0.90M"
"ANDERS BJORK","","L","27","L","","14","2","6","8","0.57","55","47","0","0","00:03","0.9","13:50","15","4","2","0","$1.80M","$1.60M","$1.60M"
"ZACH WERENSKI","","D","26","L","CBJ","13","3","5","8","0.62","8","50","0","2","03:04","66.9","23:36","41","-6","0","5","$10.00M","$9.58M","$9.58M"
"MARTIN KAUT","","R","24","R","S.J","36","4","4","8","0.22","8","18","1","1","00:57","17.0","10:24","44","-4","4","0","$0.83M","$0.86M","$1.29M"
"GUSTAV LINDSTROM","","D","24","R","MTL","36","1","7","8","0.22","8","18","0","0","00:02","0.7","14:10","18","-16","20","1","$0.95M","$0.85M","$0.85M"
"RASMUS ASPLUND","","L","25","L","FLA","46","2","6","8","0.17","8","14","0","0","00:11","3.2","10:58","54","-6","4","1","$0.88M","$0.83M","$0.83M"
"IAN MITCHELL","","D","24","R","BOS","35","1","7","8","0.23","8","19","0","1","01:19","28.3","15:50","25","-8","8","1","$0.93M","$0.93M","$1.78M"
"RILEY STILLMAN","","D","25","L","BUF","50","1","7","8","0.16","8","13","0","0","00:02","0.6","14:39","37","-13","36","1","$1.35M","$1.35M","$1.35M"
"PHILIP BROBERG","","D","22","L","EDM","46","1","7","8","0.17","8","14","0","0","00:07","2.3","12:36","32","6","2","1","$0.83M","$0.86M","$1.71M"
"VITALI KRAVTSOV","","L","23","L","VAN","44","4","4","8","0.18","8","15","0","3","00:41","13.3","11:12","43","3","10","0","$0.88M","$0.88M","$0.88M"
"DYLAN SAMBERG","","D","24","L","WPG","63","2","6","8","0.13","8","10","0","0","00:05","1.6","14:56","49","10","25","2","$0.93M","$0.93M","$1.18M"
"KEVIN BAHL","","D","23","L","N.J","42","2","6","8","0.19","8","16","0","0","00:03","1.0","14:01","27","4","35","2","$0.75M","$0.80M","$0.90M"
"JACOB MACDONALD","","D","30","L","S.J","58","1","7","8","0.14","8","11","0","1","00:43","13.4","12:02","75","-14","23","1","$0.75M","$0.76M","$0.76M"
"ERIK JOHNSON","","D","35","R","BUF","63","0","8","8","0.13","8","10","0","0","00:01","0.3","17:15","98","8","12","1","$6.00M","$6.00M","$6.00M"
"BEN HUTTON","","D","30","L","VGK","31","3","5","8","0.26","8","21","0","1","00:48","19.7","16:00","52","1","6","1","$0.80M","$0.85M","$0.85M"
"LUKAS SEDLAK","","C","30","L","","30","3","5","8","0.27","30","22","0","0","00:22","7.1","12:12","44","4","12","0","$0.80M","$0.80M","$0.80M"
"JACK DRURY","","C","23","L","CAR","38","2","6","8","0.21","8","17","1","1","00:50","17.1","10:47","69","3","14","1","$0.93M","$0.93M","$0.93M"
"JOSH BROWN","","D","29","R","ARI","68","4","3","7","0.10","7","8","0","0","00:01","0.5","15:46","68","-18","87","1","$1.25M","$1.28M","$1.28M"
"CONNOR MACKEY","","D","27","L","NYR","30","3","4","7","0.23","7","19","0","0","00:00","0.1","14:03","31","-4","48","1","$0.93M","$0.91M","$0.91M"
"SAM CARRICK","","C","31","R","ANA","52","3","4","7","0.13","7","11","0","0","00:11","3.7","10:34","50","-16","86","1","$0.85M","$0.85M","$0.85M"
"JONAH GADJOVICH","","L","25","L","","35","3","4","7","0.20","23","16","0","0","00:03","0.8","08:59","32","-3","57","1","$0.75M","$0.75M","$0.75M"
"VASILY PODKOLZIN","","R","22","L","VAN","39","4","3","7","0.18","7","15","0","0","00:21","6.7","11:50","41","-5","9","1","$0.93M","$0.93M","$1.78M"
"ROBERT HAGG","","D","28","L","ANA","38","2","5","7","0.18","7","15","0","0","00:02","0.6","15:32","40","-6","26","1","$0.80M","$0.80M","$0.80M"
"JAKOB PELLETIER","","L","22","L","CGY","24","3","4","7","0.29","7","24","1","3","02:10","44.0","14:11","48","-5","2","1","$0.83M","$0.86M","$0.86M"
"NIKITA ALEXANDROV","","L","23","L","STL","28","3","4","7","0.25","7","21","0","0","00:15","5.0","09:49","28","0","8","1","$0.78M","$0.82M","$0.88M"
"TYSON FOERSTER","","R","21","R","PHI","8","3","4","7","0.88","7","72","0","1","02:11","56.2","16:34","15","2","8","2","$0.93M","$0.86M","$0.86M"
"FILIP ZADINA","","L","23","L","S.J","30","3","4","7","0.23","7","19","2","0","00:48","15.3","13:06","51","-6","10","2","$0.92M","$1.83M","$1.83M"
"CAL FOOTE","","D","24","R","N.J","50","2","5","7","0.14","7","11","0","0","00:09","2.7","15:07","39","6","63","1","$0.95M","$0.85M","$0.85M"
"JAKUB LAUKO","","R","23","L","BOS","23","4","3","7","0.30","7","25","1","0","00:01","0.2","08:52","17","2","11","2","$0.75M","$0.76M","$0.87M"
"KARSON KUHLMAN","","R","28","R","NYI","47","3","4","7","0.15","7","12","2","0","00:04","1.3","11:51","48","-4","8","1","$0.83M","$0.83M","$0.83M"
"COLTON WHITE","","D","26","L","ANA","46","0","6","6","0.13","6","11","0","0","00:04","1.5","14:32","30","-17","8","1","$0.75M","$0.76M","$0.76M"
"BEN HARPUR","","D","28","L","NYR","42","1","5","6","0.14","6","12","0","0","00:02","0.6","14:04","34","0","20","2","$0.75M","$0.75M","$0.75M"
"LOGAN BROWN","","L","25","L","T.B","30","2","4","6","0.20","6","16","0","0","00:52","15.2","10:24","18","-4","8","1","$0.75M","$0.75M","$0.75M"
"DANIIL MIROMANOV","","D","26","R","VGK","14","2","4","6","0.43","6","35","0","3","01:17","32.1","17:02","22","-6","2","1","$0.75M","$0.76M","$0.76M"
"CHRIS WIDEMAN","","D","33","R","MTL","46","0","6","6","0.13","6","11","0","2","01:15","24.7","13:31","31","-6","81","1","$0.75M","$0.76M","$0.76M"
"LANE PEDERSON","","C","26","R","EDM","27","3","3","6","0.22","6","18","0","0","00:42","14.6","11:56","27","-1","26","2","$0.75M","$0.75M","$0.75M"
"KURTIS MACDERMID","","D","29","L","COL","44","1","5","6","0.14","6","11","1","0","00:00","0.0","08:20","20","-1","55","1","$0.98M","$0.99M","$0.99M"
"COLE GUTTMAN","","C","24","R","CHI","14","4","2","6","0.43","6","35","1","0","01:16","23.2","14:34","26","1","2","1","$0.95M","$0.95M","$0.95M"
"ALEX GOLIGOSKI","","D","38","L","MIN","46","2","4","6","0.13","6","11","2","1","00:31","11.3","17:40","63","-9","16","1","$2.00M","$2.00M","$2.00M"
"REESE JOHNSON","","R","25","R","CHI","57","4","2","6","0.11","6","9","1","0","00:02","0.8","11:01","54","-15","38","1","$0.75M","$0.80M","$0.80M"
"NIKO MIKKOLA","","D","27","L","FLA","81","1","5","6","0.07","6","6","0","0","00:02","0.7","17:26","62","6","58","3","$1.90M","$1.90M","$1.90M"
"JAKE BEAN","","D","25","L","CBJ","14","1","5","6","0.43","6","35","0","1","01:09","27.6","15:42","16","-2","6","1","$2.20M","$2.33M","$2.33M"
"LUKE GLENDENING","","C","34","R","T.B","70","3","3","6","0.09","6","7","0","0","00:04","1.2","12:04","65","-9","50","2","$1.50M","$1.50M","$1.50M"
"JAKUB VORACEK","","L","34","L","ARI","11","1","5","6","0.55","6","45","0","1","03:10","63.1","15:58","17","-7","0","1","$6.25M","$8.25M","$8.25M"
"DAVID GUSTAFSSON","","C","23","L","WPG","46","0","6","6","0.13","6","11","0","0","00:07","2.3","10:06","45","2","6","1","$0.78M","$0.78M","$0.78M"
"ZACH BOGOSIAN","","D","33","R","T.B","46","1","4","5","0.11","5","9","0","0","00:01","0.2","14:59","54","-4","42","1","$0.75M","$0.85M","$0.85M"
"TANNER PEARSON","","L","31","L","MTL","14","1","4","5","0.36","5","29","0","1","01:30","27.6","13:30","17","-9","21","1","$3.00M","$3.25M","$3.25M"
"ROBERT BORTUZZO","","D","34","R","STL","43","2","3","5","0.12","5","10","0","0","00:01","0.3","12:34","30","9","29","1","$0.95M","$0.95M","$0.95M"
"ANTHONY RICHARD","","R","26","L","BOS","13","3","2","5","0.38","5","32","1","0","00:19","8.2","09:58","13","2","6","1","$0.75M","$0.75M","$0.75M"
"ALEXANDER ALEXEYEV","","D","23","L","WSH","32","0","5","5","0.16","5","13","0","0","00:02","0.7","16:27","28","-2","4","2","$0.83M","$0.86M","$0.86M"
"KYLE BURROUGHS","","D","28","R","S.J","48","2","3","5","0.10","5","9","0","0","00:03","1.0","17:22","47","-5","62","3","$0.75M","$0.75M","$0.75M"
"CURTIS LAZAR","","C","28","R","N.J","49","3","2","5","0.10","5","8","0","0","00:03","1.0","11:56","55","-6","21","2","$1.00M","$1.00M","$1.00M"
"NICHOLAS ROBERTSON","","L","22","L","TOR","15","2","3","5","0.33","5","27","1","0","01:11","21.5","10:53","27","2","0","1","$0.77M","$0.80M","$0.80M"
"PATRIK NEMETH","","D","31","L","","75","0","5","5","0.07","10","5","0","0","00:01","0.3","17:46","62","-7","30","1","$2.50M","$2.50M","$2.50M"
"MATT IRWIN","","D","35","L","VAN","61","2","3","5","0.08","5","7","0","0","00:00","0.1","13:02","79","-8","36","1","$0.75M","$0.75M","$0.75M"
