"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"326","Nic Petan","MIN","C","10","111.83333333333","1","2","1","1","3","42.86","9","11.11","0.75","16","11","6","3","0","0","2","1","1","0","0","2","1","3","4","5","5","1","2","33.33"
"332","Zach Sanford","NSH","L","16","186.71666666667","2","1","1","0","3","60.00","19","10.53","2.32","36","28","26","14","1","0","4","2","2","0","0","4","8","5","20","21","19","2","11","15.38"
"358","Ryan Carpenter","NYR","C","22","176.28333333333","1","2","1","1","3","50.00","15","6.67","1.39","27","22","17","8","2","2","8","4","4","0","0","2","12","6","34","24","9","59","53","52.68"
"389","Andreas Englund","CHI, COL","D","47","530.11666666667","0","3","2","1","3","21.43","31","0.00","1.26","72","52","13","4","2","6","30","9","5","4","0","10","7","8","127","77","27","0","0","-"
"399","Mark Friedman","PIT","D","23","301.46666666667","1","2","1","1","3","25.00","36","2.78","1.76","64","51","15","4","0","7","10","5","5","0","0","12","8","5","47","42","18","0","0","-"
"425","Darren Raddysh","T.B","D","17","261.28333333333","1","2","1","1","3","23.08","23","4.35","1.1","45","29","19","1","6","5","4","2","2","0","0","1","9","3","24","22","16","0","0","-"
"426","Dryden Hunt","COL, NYR, TOR","L","37","295.48333333333","3","0","0","0","3","60.00","23","13.04","2.54","42","33","23","13","0","2","24","8","6","2","0","9","2","5","100","47","4","1","2","33.33"
"513","Philippe Myers","T.B","D","11","120.13333333333","1","2","0","2","3","42.86","21","4.76","0.53","37","26","11","3","2","4","4","2","2","0","0","1","5","8","29","22","5","0","0","-"
"545","Kieffer Bellows","NYI, PHI","L","28","256.9","3","0","0","0","3","50.00","32","9.38","2.22","60","41","21","9","0","3","6","3","3","0","0","5","8","5","48","25","10","2","15","11.76"
"558","Logan Stanley","WPG","D","19","233.6","1","2","1","1","3","33.33","11","9.09","0.42","37","21","7","0","1","2","19","8","7","1","0","3","9","2","42","18","17","0","0","-"
"594","Tanner Laczynski","PHI","C","32","289.78333333333","2","1","1","0","3","75.00","23","8.70","1.72","44","31","19","6","2","1","2","1","1","0","0","2","3","10","30","28","10","48","46","51.06"
"597","Casey Fitzgerald","BUF, FLA","D","27","276.16666666667","0","3","2","1","3","27.27","11","0.00","0.69","39","21","10","2","1","4","4","2","2","0","0","4","1","2","33","33","8","0","0","-"
"601","Michael Carcone","ARI","L","9","110.1","2","1","0","1","3","50.00","15","13.33","1.21","24","19","14","6","0","3","2","1","1","0","0","1","1","5","16","13","1","0","0","-"
"602","Dylan Coghlan","CAR","D","17","196.21666666667","0","3","2","1","3","37.50","24","0.00","0.99","56","37","15","2","0","10","2","1","1","0","0","3","4","2","10","18","8","0","0","-"
"610","Justin Danforth","CBJ","R","6","63.683333333333","2","1","1","0","3","75.00","9","22.22","1.05","15","12","12","5","0","0","4","2","2","0","0","1","1","1","7","8","1","4","6","40.00"
"651","Aleksi Heponiemi","FLA","C","10","84.066666666667","1","2","1","1","3","75.00","6","16.67","0.7","8","6","6","5","1","1","2","1","1","0","0","1","1","1","2","2","1","2","0","100.00"
"658","Josh Norris","OTT","C","8","100.7","2","1","0","1","3","75.00","14","14.29","1.68","21","17","16","8","0","3","6","3","3","0","0","3","3","5","5","8","6","23","12","65.71"
"671","Radim Simek","S.J","D","44","581.95","1","2","2","0","3","18.75","36","2.78","2.73","76","53","35","8","12","8","29","13","12","1","0","6","22","19","86","62","67","0","0","-"
"701","Parker Kelly","OTT","L","55","450.35","1","2","0","2","3","42.86","50","2.00","4.27","86","67","44","16","4","10","37","14","11","3","0","15","8","11","167","90","16","3","3","50.00"
"754","Michael Kesselring","ARI","D","9","133.45","0","3","3","0","3","60.00","8","0.00","0.6","25","18","8","2","0","3","6","3","3","0","0","0","3","1","11","15","6","0","0","-"
"758","Lawrence Pilut","BUF","D","17","196.1","1","2","0","2","3","33.33","14","7.14","0.35","22","18","3","0","0","0","0","0","0","0","0","2","5","3","5","9","15","0","0","-"
"775","Tim Berni","CBJ","D","59","950.86666666667","1","2","1","1","3","9.68","58","1.72","3.38","119","73","43","10","5","7","32","16","16","0","0","1","24","19","115","74","68","0","0","-"
"781","Jake Christiansen","CBJ","D","24","340.7","0","3","1","2","3","25.00","18","0.00","0.82","47","33","12","2","0","3","4","2","2","0","0","4","7","7","20","39","21","0","0","-"
"785","Samuel Fagemo","L.A","L","9","70.433333333333","2","1","1","0","3","100.00","5","40.00","0.33","9","7","5","1","0","1","0","0","0","0","0","1","3","1","5","5","6","0","1","0.00"
"788","Joe Snively","WSH","C","12","148.53333333333","2","1","1","0","3","37.50","16","12.50","1.49","23","21","14","9","1","4","0","0","0","0","0","2","5","4","4","9","6","2","1","66.67"
"805","Samuel Bolduc","NYI","D","17","215.31666666667","2","1","1","0","3","30.00","17","11.76","0.38","44","26","12","0","0","2","2","1","1","0","0","0","11","1","25","33","16","0","0","-"
"887","Wyatt Kaiser","CHI","D","9","146.25","0","3","0","3","3","60.00","12","0.00","0.82","23","16","10","4","0","4","4","2","2","0","0","1","12","0","3","9","6","0","0","-"
"906","Daniil Miromanov","VGK","D","14","215.45","1","2","2","0","3","50.00","19","5.26","0.77","40","24","16","1","1","4","2","1","1","0","0","1","5","1","7","14","13","0","0","-"
"919","Aatu Raty","NYI, VAN","C","15","117.78333333333","2","1","1","0","3","100.00","15","13.33","0.91","25","17","10","4","4","1","4","2","2","0","0","0","5","4","19","13","5","42","36","53.85"
"943","Filip Roos","CHI","D","17","251.53333333333","1","2","0","2","3","33.33","18","5.56","0.81","41","26","11","1","0","3","4","2","2","0","0","3","10","3","14","19","18","0","0","-"
"945","Pavol Regenda","ANA","L","14","135.48333333333","1","2","1","1","3","75.00","16","6.25","2.17","27","24","21","12","2","3","4","2","2","0","0","4","4","4","8","12","13","1","0","100.00"
"13","Alex Goligoski","MIN","D","46","706.91666666667","0","2","2","0","2","9.52","55","0.00","2.04","104","67","23","6","3","9","16","8","8","0","0","1","16","9","28","41","56","0","0","-"
"28","Patric Hornqvist","FLA","R","22","147.51666666667","1","1","1","0","2","66.67","31","3.23","2.98","50","41","31","19","6","5","13","5","4","1","0","8","0","4","13","24","8","0","5","0.00"
"47","Justin Braun","PHI","D","51","670.83333333333","0","2","2","0","2","9.09","42","0.00","1.12","98","66","27","0","2","6","19","8","7","1","0","4","9","8","43","68","40","0","0","-"
"61","Max Pacioretty","CAR","L","5","45.283333333333","2","0","0","0","2","100.00","9","22.22","1.29","17","13","11","4","0","3","2","1","1","0","0","2","1","1","4","3","1","0","0","-"
"66","Wayne Simmonds","TOR","R","18","132.51666666667","0","2","1","1","2","50.00","9","0.00","0.87","20","14","8","4","0","2","49","16","12","3","1","9","0","3","44","11","7","4","0","100.00"
"84","Marco Scandella","STL","D","20","298.68333333333","1","1","1","0","2","10.53","16","6.25","0.5","39","18","8","1","0","1","6","3","3","0","0","0","6","6","23","20","20","0","0","-"
"93","Jordie Benn","TOR","D","12","167.15","1","1","1","0","2","28.57","10","10.00","0.65","26","15","5","2","0","3","10","5","5","0","0","2","12","0","28","20","27","0","0","-"
"110","Zack Kassian","ARI","R","51","461.55","2","0","0","0","2","40.00","25","8.00","2.9","45","34","25","16","0","3","50","14","10","2","2","5","19","8","31","24","8","3","5","37.50"
"127","Byron Froese","VGK","C","9","84.633333333333","1","1","1","0","2","100.00","12","8.33","1.13","19","15","12","6","0","2","4","2","2","0","0","0","2","2","11","16","5","29","18","61.70"
"134","Andrew Agozzino","S.J","L","4","56.1","0","2","1","1","2","100.00","8","0.00","1.04","10","9","9","7","0","1","0","0","0","0","0","0","1","0","11","5","3","0","0","-"
"250","Derrick Pouliot","S.J","D","8","123.6","0","2","1","1","2","33.33","3","0.00","0.13","12","5","5","1","2","1","6","3","3","0","0","1","3","4","10","6","8","0","0","-"
"301","Jonny Brodzinski","NYR","C","17","150.01666666667","1","1","0","1","2","40.00","25","4.00","1.51","39","34","16","7","4","1","8","4","4","0","0","1","4","5","9","21","3","49","44","52.69"
"304","John Hayden","SEA","C","7","55.383333333333","2","0","0","0","2","100.00","9","22.22","1.09","19","13","13","7","0","2","7","2","1","1","0","3","1","0","4","0","3","0","1","0.00"
"352","Ross Johnston","NYI","L","16","124.08333333333","0","2","2","0","2","50.00","2","0.00","0.29","7","5","5","1","0","1","37","10","6","3","1","6","1","1","34","10","5","1","0","100.00"
"355","Joel Hanley","DAL","D","26","298.85","0","2","1","1","2","16.67","14","0.00","0.64","31","23","8","1","2","2","15","6","5","1","0","2","7","3","24","33","28","0","0","-"
"466","Austin Wagner","CHI","L","7","84.116666666667","1","1","1","0","2","100.00","13","7.69","0.75","25","18","11","4","1","1","0","0","0","0","0","1","3","3","19","11","1","0","0","-"
"471","Guillaume Brisebois","VAN","D","17","241.58333333333","1","1","0","1","2","25.00","15","6.67","0.51","24","21","7","1","0","2","6","3","3","0","0","0","6","0","11","25","23","0","0","-"
"477","Kyle Capobianco","WPG","D","14","158.48333333333","2","0","0","0","2","28.57","12","16.67","0.61","32","21","7","1","0","2","6","3","3","0","0","1","7","6","12","16","6","0","0","-"
"485","Gabriel Carlsson","WSH","D","6","74.483333333333","0","2","1","1","2","66.67","3","0.00","0.23","6","4","4","2","0","1","0","0","0","0","0","0","2","1","3","2","1","0","0","-"
"498","Christian Wolanin","VAN","D","16","220.33333333333","0","2","1","1","2","25.00","16","0.00","0.81","32","22","8","2","0","0","4","2","2","0","0","2","5","1","4","7","9","0","0","-"
"546","Beck Malenstyn","WSH","L","9","85.5","1","1","1","0","2","66.67","7","14.29","0.41","12","10","5","2","0","0","2","1","1","0","0","1","0","1","33","6","3","1","0","100.00"
"557","Victor Mete","TOR","D","11","129.85","0","2","0","2","2","25.00","6","0.00","0.18","15","7","4","0","0","0","4","2","2","0","0","1","7","2","3","22","8","0","0","-"
"576","Alex Nylander","PIT","L","9","108.95","1","1","0","1","2","40.00","11","9.09","1.12","21","15","18","6","1","1","6","3","3","0","0","3","0","5","12","14","3","1","1","50.00"
"587","Otto Koivula","NYI","L","8","48.016666666667","0","2","0","2","2","100.00","4","0.00","0.35","7","5","5","3","0","0","2","1","1","0","0","1","1","2","5","4","4","11","7","61.11"
"630","Urho Vaakanainen","ANA","D","23","360.46666666667","0","2","1","1","2","33.33","27","0.00","0.91","58","40","13","1","0","5","0","0","0","0","0","1","10","7","18","35","27","0","0","-"
"656","Jack Rathbone","VAN","D","11","140.08333333333","1","1","0","1","2","28.57","11","9.09","0.5","25","15","5","1","0","0","2","1","1","0","0","2","6","2","6","10","7","0","0","-"
"698","Mac Hollowell","TOR","D","6","75.383333333333","0","2","1","1","2","33.33","4","0.00","0.12","6","5","1","0","0","0","2","1","1","0","0","0","1","3","3","7","6","0","0","-"
"733","Grigori Denisenko","FLA","L","18","168","0","2","1","1","2","50.00","15","0.00","1.59","27","23","17","9","2","1","4","2","2","0","0","1","1","1","20","14","8","0","0","-"
"757","Jordan Gross","NSH","D","15","238.55","2","0","0","0","2","18.18","20","10.00","1.05","46","31","16","2","1","3","2","1","1","0","0","5","8","2","10","11","16","0","0","-"
"778","Egor Sokolov","OTT","L","5","32.8","1","1","1","0","2","50.00","5","20.00","0.39","7","5","4","3","0","1","0","0","0","0","0","0","0","0","5","3","2","0","0","-"
"798","Kaedan Korczak","VGK","D","10","168.18333333333","0","2","1","1","2","28.57","15","0.00","0.79","33","25","7","2","1","4","0","0","0","0","0","2","1","6","25","9","7","0","0","-"
"815","Henry Thrun","S.J","D","8","142.63333333333","0","2","1","1","2","28.57","5","0.00","0.46","15","11","7","1","3","2","0","0","0","0","0","1","6","1","4","11","7","0","0","-"
"821","Thomas Harley","DAL","D","6","96.216666666667","0","2","1","1","2","28.57","8","0.00","0.4","12","9","7","3","1","2","2","1","1","0","0","0","3","0","1","11","6","0","0","-"
"845","Zac Jones","NYR","D","16","232.71666666667","1","1","0","1","2","25.00","13","7.69","0.53","28","19","10","0","1","1","4","2","2","0","0","1","8","7","5","16","16","0","0","-"
"851","Lukas Rousek","BUF","R","2","22.616666666667","1","1","0","1","2","66.67","3","33.33","0.4","3","3","3","2","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","0.00"
"866","Tyler Kleven","OTT","D","8","103.8","0","2","1","1","2","50.00","10","0.00","0.3","21","15","2","0","1","3","2","1","1","0","0","1","8","2","9","14","7","0","0","-"
"878","Alexander Holtz","N.J","R","19","157.15","1","1","1","0","2","50.00","14","7.14","1.02","28","19","12","2","3","3","8","4","4","0","0","3","5","3","6","9","4","0","0","-"
"879","Thomas Bordeleau","S.J","C","8","103.71666666667","0","2","1","1","2","100.00","9","0.00","1.17","22","15","11","6","2","3","0","0","0","0","0","2","5","4","4","2","3","2","5","28.57"
"928","Simon Edvinsson","DET","D","9","147.08333333333","2","0","0","0","2","40.00","5","40.00","0.44","13","8","5","2","0","0","12","6","6","0","0","3","4","4","11","10","8","0","0","-"
"938","Shane Wright","SEA","C","8","64.433333333333","1","1","0","1","2","40.00","4","25.00","0.7","9","8","6","5","0","1","2","1","1","0","0","1","1","1","1","10","6","10","21","32.26"
"948","Hunter McKown","CBJ","C","12","124.8","0","2","1","1","2","50.00","9","0.00","0.81","18","15","13","2","0","2","6","3","3","0","0","3","2","4","12","14","5","42","33","56.00"
"63","Jake Muzzin","TOR","D","4","52.833333333333","0","1","1","0","1","50.00","7","0.00","0.33","18","11","7","0","0","1","2","1","1","0","0","0","5","2","10","8","9","0","0","-"
"99","Kyle Clifford","TOR","L","2","15.816666666667","0","1","0","1","1","100.00","2","0.00","0.25","5","3","4","2","0","0","2","1","1","0","0","0","0","0","6","4","0","0","0","-"
"100","Alex Chiasson","DET","R","20","177.48333333333","0","1","0","1","1","50.00","12","0.00","1.49","21","17","13","8","0","1","4","2","2","0","0","1","2","3","13","26","7","0","6","0.00"
"165","Dylan McIlrath","WSH","D","6","67.916666666667","0","1","0","1","1","50.00","1","0.00","0.21","17","10","6","0","0","4","7","2","1","1","0","1","2","0","14","1","7","0","0","-"
"174","Kevin Gravel","NSH","D","23","298.45","0","1","1","0","1","20.00","17","0.00","0.66","48","26","16","3","2","3","4","2","2","0","0","2","12","2","21","56","31","0","0","-"
"190","Joseph Cramarossa","MIN","C","4","30.5","1","0","0","0","1","100.00","1","100.00","0.2","3","3","2","2","0","0","4","2","2","0","0","1","0","1","8","2","1","0","1","0.00"
"195","Andy Andreoff","NYI","C","3","20.383333333333","0","1","0","1","1","100.00","1","0.00","0.07","1","1","1","0","0","1","0","0","0","0","0","0","1","1","7","1","1","3","4","42.86"
"198","Mike Reilly","BOS","D","10","148.91666666667","0","1","0","1","1","16.67","8","0.00","0.44","23","14","6","1","1","0","2","1","1","0","0","1","4","0","20","11","9","0","0","-"
"271","Connor Carrick","BOS","D","1","16","0","1","1","0","1","33.33","2","0.00","0.05","4","3","0","0","0","1","0","0","0","0","0","0","0","0","3","2","0","0","0","-"
"273","Dominic Toninato","WPG","C","5","39.016666666667","0","1","0","1","1","50.00","7","0.00","0.4","8","7","6","1","1","0","2","1","1","0","0","1","1","2","6","2","1","9","8","52.94"
"298","Tucker Poolman","VAN","D","3","36.85","0","1","1","0","1","100.00","3","0.00","0.06","4","3","0","0","0","0","0","0","0","0","0","0","1","1","2","3","2","0","0","-"
"323","Laurent Dauphin","ARI","C","21","216.18333333333","1","0","0","0","1","33.33","25","4.00","3.04","41","32","24","14","5","1","10","5","5","0","0","2","4","10","17","30","9","81","71","53.29"
"325","Steven Santini","STL","D","4","47.083333333333","0","1","1","0","1","50.00","5","0.00","0.12","9","8","1","0","1","1","2","1","1","0","0","2","4","0","6","5","10","0","0","-"
"369","Haydn Fleury","T.B","D","29","340.06666666667","0","1","0","1","1","16.67","32","0.00","2.09","69","50","25","8","12","9","14","3","2","0","1","7","6","3","27","55","24","0","0","-"
"427","Luke Philp","CHI","C","3","34.2","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","2","4","1","0","1","3","25.00"
"441","Travis Dermott","VAN","D","11","136.55","1","0","0","0","1","20.00","7","14.29","0.42","14","9","4","2","1","0","0","0","0","0","0","0","1","0","10","16","10","0","0","-"
"462","Parker Wotherspoon","NYI","D","12","156.4","0","1","0","1","1","14.29","10","0.00","0.32","17","12","4","0","2","3","4","2","2","0","0","0","1","4","8","15","6","0","0","-"
"505","Brett Seney","CHI","L","7","85.45","1","0","0","0","1","50.00","9","11.11","0.69","14","10","11","4","0","1","2","1","1","0","0","1","0","2","11","8","4","4","8","33.33"
"516","Kevin Rooney","CGY","C","17","143.91666666667","0","1","1","0","1","25.00","13","0.00","2.13","26","20","18","10","2","5","2","1","1","0","0","6","3","4","25","18","10","43","59","42.16"
"518","Kyle Criscuolo","S.J","C","1","11.75","1","0","0","0","1","100.00","2","50.00","0.22","2","2","2","1","0","0","0","0","0","0","0","1","0","0","2","0","1","1","0","100.00"
"531","Libor Hajek","NYR","D","16","209.68333333333","1","0","0","0","1","14.29","13","7.69","0.3","25","15","6","0","1","3","4","2","2","0","0","0","7","2","17","31","20","0","0","-"
"550","William Lockwood","VAN","R","13","125.53333333333","0","1","0","1","1","100.00","12","0.00","1.56","20","18","12","6","1","1","0","0","0","0","0","1","2","4","37","21","12","0","0","-"
"556","William Bitten","STL","C","4","26.583333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","10","3","0","0","0","-"
"588","Joona Koppanen","BOS","L","5","45.033333333333","0","1","0","1","1","100.00","1","0.00","0.07","3","1","3","2","0","0","4","2","2","0","0","0","3","4","8","3","1","22","15","59.46"
"592","Oskar Steen","BOS","C","3","27.466666666667","1","0","0","0","1","50.00","5","20.00","0.67","5","5","5","4","1","0","0","0","0","0","0","0","1","1","3","2","0","0","1","0.00"
"622","Cale Fleury","SEA","D","12","153.61666666667","0","1","0","1","1","20.00","10","0.00","0.83","29","20","7","2","1","2","2","1","1","0","0","0","9","3","28","19","13","0","0","-"
"633","Jonas Rondbjerg","VGK","R","13","121.43333333333","0","1","1","0","1","100.00","15","0.00","0.99","24","20","12","4","3","1","4","2","2","0","0","2","1","8","1","30","7","1","2","33.33"
"648","Joel Teasdale","MTL","L","2","20.5","0","1","0","1","1","100.00","1","0.00","0.17","2","2","1","1","0","1","0","0","0","0","0","0","2","1","2","1","1","0","1","0.00"
"685","Olle Lycksell","PHI","R","8","83.916666666667","0","1","0","1","1","100.00","5","0.00","0.33","6","5","5","3","1","0","8","3","3","0","0","0","2","1","1","9","7","0","0","-"
"688","Samuel Walker","MIN","C","9","94.25","0","1","1","0","1","50.00","7","0.00","0.89","10","9","8","4","0","1","0","0","0","0","0","5","1","2","2","14","1","0","0","-"
"692","Carson Meyer","CBJ","R","14","129.76666666667","0","1","1","0","1","50.00","15","0.00","1.4","28","21","15","8","2","5","6","3","3","0","0","4","0","2","26","15","6","0","0","-"
"694","David Gust","CHI","R","4","50.666666666667","1","0","0","0","1","50.00","7","14.29","0.92","11","8","9","5","0","1","2","1","1","0","0","1","1","1","2","5","1","0","0","-"
"699","Trey Fix-Wolansky","CBJ","R","9","105.31666666667","1","0","0","0","1","50.00","17","5.88","1.71","31","23","21","6","1","1","0","0","0","0","0","1","2","2","11","12","8","0","0","-"
"700","Kristian Reichel","WPG","C","2","21.116666666667","0","1","0","1","1","100.00","1","0.00","0.09","2","2","1","0","0","0","0","0","0","0","0","1","0","1","2","3","0","0","0","-"
"748","Jacob Bernard-Docker","OTT","D","19","290.43333333333","0","1","0","1","1","14.29","20","0.00","0.95","43","32","12","4","2","5","11","4","3","1","0","1","6","2","23","31","23","0","0","-"
"750","Ty Smith","PIT","D","9","130","1","0","0","0","1","16.67","20","5.00","0.75","32","23","9","0","0","3","4","2","2","0","0","2","3","3","18","13","4","0","0","-"
"763","Damien Giroux","MIN","C","1","12.866666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","2","2","1","2","3","40.00"
"770","Cole Koepke","T.B","L","17","151.86666666667","1","0","0","0","1","33.33","12","8.33","1.61","31","21","18","10","5","1","2","1","1","0","0","4","6","4","31","24","5","0","0","-"
"776","John Leonard","NSH","L","6","66.466666666667","1","0","0","0","1","100.00","4","25.00","0.3","10","7","6","3","0","2","2","1","1","0","0","0","3","4","4","4","4","0","0","-"
"782","Brayden Pachal","VGK","D","10","153.01666666667","0","1","0","1","1","25.00","18","0.00","0.52","37","25","8","0","0","4","6","3","3","0","0","0","3","3","27","18","11","0","0","-"
"789","Corey Schueneman","MTL","D","7","101.58333333333","0","1","0","1","1","25.00","7","0.00","0.18","12","11","0","0","0","1","0","0","0","0","0","0","3","2","4","21","12","0","0","-"
"793","Nolan Foote","N.J","L","6","43.283333333333","1","0","0","0","1","50.00","4","25.00","0.6","7","7","3","1","1","0","0","0","0","0","0","0","0","2","5","6","3","0","2","0.00"
"803","Nikita Okhotiuk","N.J","D","10","114","1","0","0","0","1","16.67","6","16.67","0.21","11","8","2","0","2","1","2","1","1","0","0","0","4","1","31","5","9","0","0","-"
"814","Drew Helleson","ANA","D","3","40.466666666667","1","0","0","0","1","50.00","4","25.00","0.2","5","5","2","1","0","0","2","1","1","0","0","1","0","0","2","2","3","0","0","-"
"817","Ville Heinola","WPG","D","10","118.61666666667","0","1","1","0","1","33.33","2","0.00","0.13","8","3","5","0","0","2","2","1","1","0","0","2","8","2","7","13","6","0","0","-"
"823","Egor Afanasyev","NSH","L","17","179.61666666667","1","0","0","0","1","33.33","19","5.26","1.21","29","23","12","5","1","1","2","1","1","0","0","2","2","1","23","15","13","0","0","-"
"833","Jordan Spence","L.A","D","6","71.15","0","1","1","0","1","33.33","3","0.00","0.16","12","7","4","1","0","0","0","0","0","0","0","2","3","1","3","8","2","0","0","-"
"839","Joona Luoto","CBJ","L","7","84.233333333333","1","0","0","0","1","50.00","6","16.67","1.1","12","10","8","4","1","0","0","0","0","0","0","0","4","3","11","8","3","1","0","100.00"
"842","Aidan McDonough","VAN","L","6","54.1","1","0","0","0","1","100.00","4","25.00","0.73","9","7","6","3","0","0","2","1","1","0","0","0","0","0","7","6","2","1","0","100.00"
"843","Tyler Angle","CBJ","C","2","22.25","1","0","0","0","1","100.00","5","20.00","0.8","6","5","4","3","0","0","0","0","0","0","0","0","0","1","2","1","0","8","10","44.44"
"847","Matej Blumel","DAL","R","6","55.866666666667","1","0","0","0","1","100.00","7","14.29","0.63","12","9","8","4","2","1","0","0","0","0","0","0","5","3","7","8","2","0","0","-"
"848","Nick Abruzzese","TOR","C","2","16.383333333333","0","1","1","0","1","100.00","2","0.00","0.23","3","2","3","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","-"
"852","Nikita Nesterenko","ANA","C","9","113.56666666667","1","0","0","0","1","50.00","21","4.76","2.05","28","26","19","7","1","3","0","0","0","0","0","1","3","4","6","6","1","0","3","0.00"
"853","Nikolai Knyzhov","S.J","D","12","171.13333333333","1","0","0","0","1","33.33","8","12.50","0.43","17","12","2","1","1","0","8","4","4","0","0","0","8","1","11","17","13","0","0","-"
"860","Marco Rossi","MIN","C","19","207.26666666667","0","1","1","0","1","33.33","13","0.00","1.55","25","20","21","10","1","3","8","4","4","0","0","5","2","5","6","6","8","66","71","48.18"
"861","Sean Farrell","MTL","C","6","74.483333333333","1","0","0","0","1","100.00","6","16.67","0.5","13","9","11","1","0","0","0","0","0","0","0","1","2","1","0","11","2","0","0","-"
"888","Justin Richards","CBJ","C","2","18.3","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","2","0","5","7","41.67"
"894","Radim Zohorna","CGY, TOR","L","10","80.033333333333","1","0","0","0","1","33.33","9","11.11","0.75","13","11","10","5","0","2","0","0","0","0","0","2","0","5","7","8","1","19","20","48.72"
"897","Bobby McMann","TOR","C","10","103.31666666667","0","1","0","1","1","50.00","16","0.00","1.82","27","24","15","8","1","2","2","1","1","0","0","1","2","2","17","19","0","1","1","50.00"
"898","Billy Sweezey","CBJ","D","9","131.8","0","1","0","1","1","33.33","2","0.00","0.09","15","5","2","0","1","2","9","3","2","1","0","2","3","2","38","16","16","0","0","-"
"915","William Eklund","S.J","L","8","115.83333333333","1","0","0","0","1","50.00","12","8.33","1.49","21","15","13","8","2","2","4","2","2","0","0","3","2","1","6","4","4","1","4","20.00"
"918","Luke Hughes","N.J","D","2","30.65","0","1","0","1","1","100.00","0","-","0","2","0","1","0","0","1","0","0","0","0","0","0","0","1","1","2","3","0","0","-"
"924","Matthew Knies","TOR","L","3","36.066666666667","0","1","1","0","1","50.00","3","0.00","0.57","6","4","5","3","0","1","2","1","1","0","0","1","1","2","2","6","2","0","0","-"
"925","Brandt Clarke","L.A","D","9","106.43333333333","0","1","1","0","1","12.50","10","0.00","0.91","16","13","6","3","0","0","4","2","2","0","0","2","3","1","3","14","13","0","0","-"
"931","Vincent Iorio","WSH","D","3","39.433333333333","0","1","1","0","1","33.33","3","0.00","0.09","9","4","2","0","0","1","0","0","0","0","0","1","3","1","1","3","3","0","0","-"
"939","Lucas Condotta","MTL","C","1","11.033333333333","1","0","0","0","1","100.00","5","20.00","1.2","7","7","6","6","0","1","0","0","0","0","0","0","0","0","3","1","0","4","3","57.14"
"942","Milos Kelemen","ARI","L","14","105.38333333333","1","0","0","0","1","100.00","12","8.33","1.34","24","19","12","7","2","3","23","6","4","1","1","1","2","0","26","23","6","1","2","33.33"
"949","Akito Hirose","VAN","D","7","99.35","0","1","0","1","1","50.00","2","0.00","0.07","6","5","2","0","1","0","4","2","2","0","0","1","5","1","6","6","5","0","0","-"
"950","Jake Livingstone","NSH","D","5","75.266666666667","0","1","0","1","1","50.00","3","0.00","0.24","9","5","3","2","0","1","2","1","1","0","0","0","3","0","6","7","10","0","0","-"
"951","Cole McWard","VAN","D","5","69.05","1","0","0","0","1","100.00","6","16.67","0.24","15","10","4","0","0","1","0","0","0","0","0","0","4","0","5","17","6","0","0","-"
"25","Darren Helm","COL","C","11","82.833333333333","0","0","0","0","0","0.00","8","0.00","0.72","13","11","10","5","1","1","4","2","2","0","0","2","1","1","13","11","2","24","37","39.34"
"27","Anton Stralman","BOS","D","8","115.3","0","0","0","0","0","0.00","3","0.00","0.19","14","6","4","1","0","0","2","1","1","0","0","0","2","2","12","8","9","0","0","-"
"53","Brad Malone","EDM","C","10","64.183333333333","0","0","0","0","0","-","6","0.00","0.83","13","8","7","2","0","2","6","3","3","0","0","1","1","3","26","7","4","21","19","52.50"
"68","Jason Demers","EDM","D","1","10.733333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","3","0","0","-"
"90","Mark Borowiecki","NSH","D","4","34.316666666667","0","0","0","0","0","0.00","1","0.00","0.09","6","4","1","0","0","0","12","3","1","2","0","2","0","0","3","6","1","0","0","-"
"157","Riley Sheahan","BUF","C","2","16.266666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","4","2","2","0","0","0","1","0","0","2","1","7","3","70.00"
"158","Chris Wagner","BOS","R","1","11.816666666667","0","0","0","0","0","-","0","-","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","3","1","1","3","25.00"
"178","Taylor Fedun","PIT","D","4","43.483333333333","0","0","0","0","0","0.00","5","0.00","0.2","14","8","4","0","0","1","0","0","0","0","0","0","0","0","3","6","4","0","0","-"
"193","Steven Fogarty","MIN","C","2","19.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","1","0","2","1","66.67"
